"Disease","County","Year","Sex","Cases","Population","Rate","Lower 95% CI","Upper 95% CI","Annotation Code"
Chlamydia,Contra Costa,2009,Total,3390,1043501,324.9,314.0,336.0,
Chlamydia,Contra Costa,2010,Female,2829,538720,525.1,506.0,544.8,
Chlamydia,Contra Costa,2010,Male,1027,512934,200.2,188.2,212.8,
Chlamydia,Contra Costa,2010,Total,3887,1051654,369.6,358.1,381.4,
Chlamydia,Contra Costa,2011,Female,3294,544865,604.6,584.1,625.5,
Chlamydia,Contra Costa,2011,Male,1109,519203,213.6,201.2,226.5,
Chlamydia,Contra Costa,2011,Total,4408,1064068,414.3,402.1,426.6,
Chlamydia,Contra Costa,2012,Female,2769,550850,502.7,484.2,521.7,
Chlamydia,Contra Costa,2012,Male,1042,525235,198.4,186.5,210.8,
Chlamydia,Contra Costa,2012,Total,3825,1076085,355.5,344.3,366.9,
Chlamydia,Contra Costa,2013,Female,2870,558831,513.6,495.0,532.7,
Chlamydia,Contra Costa,2013,Male,1176,532886,220.7,208.3,233.7,
Chlamydia,Contra Costa,2013,Total,4054,1091717,371.3,360.0,382.9,
Chlamydia,Contra Costa,2014,Female,2998,564753,530.9,512.1,550.1,
Chlamydia,Contra Costa,2014,Male,1214,539274,225.1,212.6,238.1,
Chlamydia,Contra Costa,2014,Total,4220,1104027,382.2,370.8,393.9,
Chlamydia,Contra Costa,2015,Female,3201,571696,559.9,540.7,579.6,
Chlamydia,Contra Costa,2015,Male,1511,546580,276.4,262.7,290.7,
Chlamydia,Contra Costa,2015,Total,4713,1118276,421.5,409.5,433.6,
Chlamydia,Contra Costa,2016,Female,3510,577692,607.6,587.7,628.0,
Chlamydia,Contra Costa,2016,Male,1696,552382,307.0,292.6,322.0,
Chlamydia,Contra Costa,2016,Total,5212,1130074,461.2,448.8,473.9,
Chlamydia,Contra Costa,2017,Female,3792,581487,652.1,631.6,673.1,
Chlamydia,Contra Costa,2017,Male,1915,556714,344.0,328.8,359.7,
Chlamydia,Contra Costa,2017,Total,5722,1138201,502.7,489.8,515.9,
Chlamydia,Contra Costa,2018,Female,3911,585159,668.4,647.6,689.6,
Chlamydia,Contra Costa,2018,Male,2199,560717,392.2,376.0,408.9,
Chlamydia,Contra Costa,2018,Total,6146,1145876,536.4,523.1,549.9,
Chlamydia,Del Norte,2001,Female,28,12253,228.5,151.9,330.1,
Chlamydia,Del Norte,2001,Male,0,15165,0.0,0.0,24.3,#
Chlamydia,Del Norte,2001,Total,28,27418,102.1,67.9,147.6,
Chlamydia,Del Norte,2002,Female,,12338,,,,s
Chlamydia,Del Norte,2002,Male,,15277,,,,s
Chlamydia,Del Norte,2002,Total,30,27615,108.6,73.3,155.0,
Chlamydia,Del Norte,2003,Female,,12453,,,,s
Chlamydia,Del Norte,2003,Male,,15418,,,,s
Chlamydia,Del Norte,2003,Total,25,27871,89.7,58.1,132.4,
Chlamydia,Del Norte,2004,Female,,12587,,,,s
Chlamydia,Del Norte,2004,Male,,15600,,,,s
Chlamydia,Del Norte,2004,Total,31,28187,110.0,74.7,156.1,
Chlamydia,Del Norte,2005,Female,,12649,,,,s
Chlamydia,Del Norte,2005,Male,,15666,,,,s
Chlamydia,Del Norte,2005,Total,27,28315,95.4,62.8,138.7,
Chlamydia,Del Norte,2006,Female,,12635,,,,s
Chlamydia,Del Norte,2006,Male,,15641,,,,s
Chlamydia,Del Norte,2006,Total,20,28276,70.7,43.2,109.2,
Chlamydia,Del Norte,2007,Female,,12697,,,,s
Chlamydia,Del Norte,2007,Male,,15783,,,,s
Chlamydia,Del Norte,2007,Total,30,28480,105.3,71.1,150.3,
Chlamydia,Del Norte,2008,Female,,12739,,,,s
Chlamydia,Del Norte,2008,Male,,15832,,,,s
Chlamydia,Del Norte,2008,Total,42,28571,147.0,106.0,198.7,
Chlamydia,Del Norte,2009,Female,,12720,,,,s
Chlamydia,Del Norte,2009,Male,,15839,,,,s
Chlamydia,Del Norte,2009,Total,46,28559,161.1,117.9,214.8,
Chlamydia,Del Norte,2010,Female,34,12619,269.4,186.7,376.3,
Chlamydia,Del Norte,2010,Male,12,15772,76.1,39.3,132.9,
Chlamydia,Del Norte,2010,Total,46,28391,162.0,118.6,216.1,
Chlamydia,Del Norte,2011,Female,,12604,,,,s
Chlamydia,Del Norte,2011,Male,,15619,,,,s
Chlamydia,Del Norte,2011,Total,60,28223,212.6,162.3,273.6,
Chlamydia,Del Norte,2012,Female,,12499,,,,s
Chlamydia,Del Norte,2012,Male,,15516,,,,s
Chlamydia,Del Norte,2012,Total,35,28015,124.9,87.0,173.7,
Chlamydia,Del Norte,2013,Female,,12448,,,,s
Chlamydia,Del Norte,2013,Male,,15151,,,,s
Chlamydia,Del Norte,2013,Total,18,27599,65.2,38.7,103.1,
Chlamydia,Del Norte,2014,Female,34,12314,276.1,191.3,385.6,
Chlamydia,Del Norte,2014,Male,26,14936,174.1,113.7,255.0,
Chlamydia,Del Norte,2014,Total,60,27250,220.2,168.1,283.3,
Chlamydia,Del Norte,2015,Female,66,12291,537.0,415.5,682.7,
Chlamydia,Del Norte,2015,Male,27,14834,182.0,120.0,264.7,
Chlamydia,Del Norte,2015,Total,93,27125,342.9,276.8,419.9,
Chlamydia,Del Norte,2016,Female,42,12473,336.7,242.8,454.9,
Chlamydia,Del Norte,2016,Male,19,14519,130.9,78.8,204.3,
Chlamydia,Del Norte,2016,Total,63,26992,233.4,179.4,298.5,
Chlamydia,Del Norte,2017,Female,72,12391,581.1,454.9,731.2,
Chlamydia,Del Norte,2017,Male,28,14420,194.2,129.1,280.5,
Chlamydia,Del Norte,2017,Total,100,26811,373.0,303.6,453.5,
Chlamydia,Del Norte,2018,Female,58,12608,460.0,349.5,594.3,
Chlamydia,Del Norte,2018,Male,31,14667,211.4,143.7,299.9,
Chlamydia,Del Norte,2018,Total,89,27275,326.3,262.1,401.4,
Chlamydia,El Dorado,2001,Female,133,80988,164.2,137.5,194.6,
Chlamydia,El Dorado,2001,Male,20,80892,24.7,15.1,38.2,
Chlamydia,El Dorado,2001,Total,161,161880,99.5,84.7,116.1,
Chlamydia,El Dorado,2002,Female,122,82411,148.0,123.0,176.7,
Chlamydia,El Dorado,2002,Male,37,82314,45.0,31.7,62.0,
Chlamydia,El Dorado,2002,Total,172,164725,104.4,89.4,121.2,
Chlamydia,El Dorado,2003,Female,152,83875,181.2,153.6,212.4,
Chlamydia,El Dorado,2003,Male,53,83795,63.3,47.4,82.7,
Chlamydia,El Dorado,2003,Total,220,167670,131.2,114.5,149.7,
Chlamydia,El Dorado,2004,Female,165,85200,193.7,165.3,225.5,
Chlamydia,El Dorado,2004,Male,54,85104,63.5,47.7,82.8,
Chlamydia,El Dorado,2004,Total,238,170304,139.8,122.6,158.7,
Chlamydia,El Dorado,2005,Female,147,86647,169.7,143.4,199.4,
Chlamydia,El Dorado,2005,Male,55,86534,63.6,47.9,82.7,
Chlamydia,El Dorado,2005,Total,206,173181,119.0,103.3,136.3,
Chlamydia,El Dorado,2006,Female,181,87654,206.5,177.5,238.8,
Chlamydia,El Dorado,2006,Male,71,87604,81.0,63.3,102.2,
Chlamydia,El Dorado,2006,Total,254,175258,144.9,127.7,163.9,
Chlamydia,El Dorado,2007,Female,164,88622,185.1,157.8,215.6,
Chlamydia,El Dorado,2007,Male,74,88573,83.5,65.6,104.9,
Chlamydia,El Dorado,2007,Total,238,177195,134.3,117.8,152.5,
Chlamydia,El Dorado,2008,Female,167,89339,186.9,159.7,217.5,
Chlamydia,El Dorado,2008,Male,63,89260,70.6,54.2,90.3,
Chlamydia,El Dorado,2008,Total,230,178599,128.8,112.7,146.5,
Chlamydia,El Dorado,2009,Female,170,89876,189.1,161.8,219.8,
Chlamydia,El Dorado,2009,Male,69,89825,76.8,59.8,97.2,
Chlamydia,El Dorado,2009,Total,239,179701,133.0,116.7,151.0,
Chlamydia,El Dorado,2010,Female,173,90437,191.3,163.9,222.0,
Chlamydia,El Dorado,2010,Male,70,90577,77.3,60.3,97.6,
Chlamydia,El Dorado,2010,Total,243,181014,134.2,117.9,152.2,
Chlamydia,El Dorado,2011,Female,178,90392,196.9,169.1,228.0,
Chlamydia,El Dorado,2011,Male,60,90580,66.2,50.6,85.3,
Chlamydia,El Dorado,2011,Total,239,180972,132.1,115.9,149.9,
Chlamydia,El Dorado,2012,Female,203,90418,224.5,194.7,257.6,
Chlamydia,El Dorado,2012,Male,85,90827,93.6,74.8,115.7,
Chlamydia,El Dorado,2012,Total,288,181245,158.9,141.1,178.3,
Chlamydia,El Dorado,2013,Female,228,91092,250.3,218.9,284.9,
Chlamydia,El Dorado,2013,Male,79,91616,86.2,68.3,107.5,
Chlamydia,El Dorado,2013,Total,307,182708,168.0,149.8,187.9,
Chlamydia,El Dorado,2014,Female,223,91078,244.8,213.8,279.1,
Chlamydia,El Dorado,2014,Male,95,91670,103.6,83.9,126.7,
Chlamydia,El Dorado,2014,Total,318,182748,174.0,155.4,194.2,
Chlamydia,El Dorado,2015,Female,297,91357,325.1,289.2,364.2,
Chlamydia,El Dorado,2015,Male,125,92001,135.9,113.1,161.9,
Chlamydia,El Dorado,2015,Total,422,183358,230.2,208.7,253.2,
Chlamydia,El Dorado,2016,Female,308,91777,335.6,299.2,375.2,
Chlamydia,El Dorado,2016,Male,136,92558,146.9,123.3,173.8,
Chlamydia,El Dorado,2016,Total,444,184335,240.9,219.0,264.3,
Chlamydia,El Dorado,2017,Female,313,92825,337.2,300.9,376.6,
Chlamydia,El Dorado,2017,Male,138,93731,147.2,123.7,173.9,
Chlamydia,El Dorado,2017,Total,451,186556,241.8,220.0,265.1,
Chlamydia,El Dorado,2018,Female,297,94004,315.9,281.1,353.9,
Chlamydia,El Dorado,2018,Male,147,94989,154.8,130.8,181.9,
Chlamydia,El Dorado,2018,Total,447,188993,236.5,215.1,259.5,
Chlamydia,Fresno,2001,Female,3290,407172,808.0,780.7,836.0,
Chlamydia,Fresno,2001,Male,933,407831,228.8,214.3,243.9,
Chlamydia,Fresno,2001,Total,4230,815003,519.0,503.5,534.9,
Chlamydia,Fresno,2002,Female,3662,414207,884.1,855.8,913.1,
Chlamydia,Fresno,2002,Male,1059,414430,255.5,240.4,271.4,
Chlamydia,Fresno,2002,Total,4742,828637,572.3,556.1,588.7,
Chlamydia,Fresno,2003,Female,3554,423018,840.2,812.9,868.1,
Chlamydia,Fresno,2003,Male,1082,422899,255.9,240.9,271.5,
Chlamydia,Fresno,2003,Total,4641,845917,548.6,533.0,564.6,
Chlamydia,Fresno,2004,Female,3665,430198,851.9,824.7,879.8,
Chlamydia,Fresno,2004,Male,1139,430028,264.9,249.7,280.7,
Chlamydia,Fresno,2004,Total,4811,860226,559.3,543.6,575.3,
Chlamydia,Fresno,2005,Female,3610,436052,827.9,801.2,855.2,
Chlamydia,Fresno,2005,Male,1236,435858,283.6,268.0,299.8,
Chlamydia,Fresno,2005,Total,4856,871910,556.9,541.4,572.8,
Chlamydia,Fresno,2006,Female,3973,443403,896.0,868.5,924.2,
Chlamydia,Fresno,2006,Male,1305,442973,294.6,278.9,311.0,
Chlamydia,Fresno,2006,Total,5293,886376,597.2,581.2,613.4,
Chlamydia,Fresno,2007,Female,4097,450080,910.3,882.7,938.5,
Chlamydia,Fresno,2007,Male,1261,449746,280.4,265.1,296.3,
Chlamydia,Fresno,2007,Total,5369,899826,596.7,580.9,612.8,
Chlamydia,Fresno,2008,Female,4340,456755,950.2,922.2,978.7,
Chlamydia,Fresno,2008,Male,1213,456484,265.7,251.0,281.1,
Chlamydia,Fresno,2008,Total,5558,913239,608.6,592.8,624.8,
Chlamydia,Fresno,2009,Female,4218,461947,913.1,885.9,940.9,
Chlamydia,Fresno,2009,Male,1225,461948,265.2,250.6,280.4,
Chlamydia,Fresno,2009,Total,5453,923895,590.2,574.7,606.0,
Chlamydia,Fresno,2010,Female,4652,466736,996.7,968.4,1025.6,
Chlamydia,Fresno,2010,Male,1282,465772,275.2,260.4,290.7,
Chlamydia,Fresno,2010,Total,5944,932508,637.4,621.4,653.8,
Chlamydia,Fresno,2011,Female,4786,471629,1014.8,986.4,1043.8,
Chlamydia,Fresno,2011,Male,1384,470350,294.2,279.0,310.1,
Chlamydia,Fresno,2011,Total,6180,941979,656.1,639.9,672.6,
Chlamydia,Fresno,2012,Female,4679,475756,983.5,955.6,1011.9,
Chlamydia,Fresno,2012,Male,1383,474724,291.3,276.2,307.1,
Chlamydia,Fresno,2012,Total,6069,950480,638.5,622.6,654.7,
Chlamydia,Fresno,2013,Female,4656,480441,969.1,941.6,997.2,
Chlamydia,Fresno,2013,Male,1444,479987,300.8,285.5,316.7,
Chlamydia,Fresno,2013,Total,6104,960428,635.6,619.8,651.6,
Chlamydia,Fresno,2014,Female,4331,485035,892.9,866.6,919.8,
Chlamydia,Fresno,2014,Male,1327,484653,273.8,259.3,288.9,
Chlamydia,Fresno,2014,Total,5663,969688,584.0,568.9,599.4,
Chlamydia,Fresno,2015,Female,4410,490514,899.1,872.8,925.9,
Chlamydia,Fresno,2015,Male,1493,489702,304.9,289.6,320.7,
Chlamydia,Fresno,2015,Total,5914,980216,603.3,588.1,618.9,
Chlamydia,Fresno,2016,Female,4716,494729,953.2,926.4,980.7,
Chlamydia,Fresno,2016,Male,1717,494256,347.4,331.2,364.2,
Chlamydia,Fresno,2016,Total,6441,988985,651.3,635.5,667.3,
Chlamydia,Fresno,2017,Female,5102,500034,1020.3,992.7,1048.6,
Chlamydia,Fresno,2017,Male,2063,500109,412.5,394.9,430.7,
Chlamydia,Fresno,2017,Total,7171,1000143,717.0,700.6,733.7,
Chlamydia,Fresno,2018,Female,5047,505122,999.2,971.9,1027.0,
Chlamydia,Fresno,2018,Male,2083,505804,411.8,394.4,429.9,
Chlamydia,Fresno,2018,Total,7140,1010926,706.3,690.1,722.8,
Chlamydia,Glenn,2001,Female,,13154,,,,s
Chlamydia,Glenn,2001,Male,,13457,,,,s
Chlamydia,Glenn,2001,Total,43,26611,161.6,117.0,217.6,
Chlamydia,Glenn,2002,Female,,13251,,,,s
Chlamydia,Glenn,2002,Male,,13541,,,,s
Chlamydia,Glenn,2002,Total,43,26792,160.5,116.2,216.1,
Chlamydia,Glenn,2003,Female,,13448,,,,s
Chlamydia,Glenn,2003,Male,,13708,,,,s
Chlamydia,Glenn,2003,Total,57,27156,209.9,159.0,271.9,
Chlamydia,Glenn,2004,Female,,13518,,,,s
Chlamydia,Glenn,2004,Male,,13746,,,,s
Chlamydia,Glenn,2004,Total,49,27264,179.7,133.0,237.5,
Chlamydia,Glenn,2005,Female,52,13636,381.3,284.9,499.8,
Chlamydia,Glenn,2005,Male,14,13889,100.8,55.1,169.1,
Chlamydia,Glenn,2005,Total,68,27525,247.0,191.9,313.1,
Chlamydia,Glenn,2006,Female,36,13729,262.2,183.7,362.8,
Chlamydia,Glenn,2006,Male,13,14002,92.8,49.4,158.7,
Chlamydia,Glenn,2006,Total,49,27731,176.7,130.8,233.5,
Chlamydia,Glenn,2007,Female,48,13871,346.0,255.3,458.5,
Chlamydia,Glenn,2007,Male,15,14142,106.1,59.4,174.9,
Chlamydia,Glenn,2007,Total,63,28013,224.9,172.9,287.6,
Chlamydia,Glenn,2008,Female,59,13920,423.9,322.8,546.4,
Chlamydia,Glenn,2008,Male,16,14200,112.7,64.4,182.9,
Chlamydia,Glenn,2008,Total,75,28120,266.7,209.8,334.2,
Chlamydia,Glenn,2009,Female,,13906,,,,s
Chlamydia,Glenn,2009,Male,,14150,,,,s
Chlamydia,Glenn,2009,Total,37,28056,131.9,92.9,181.7,
Chlamydia,Glenn,2010,Female,34,13955,243.6,168.8,340.3,
Chlamydia,Glenn,2010,Male,11,14233,77.3,38.6,138.2,*
Chlamydia,Glenn,2010,Total,46,28188,163.2,119.5,217.6,
Chlamydia,Glenn,2011,Female,52,14040,370.4,276.7,485.4,
Chlamydia,Glenn,2011,Male,18,14333,125.6,74.4,198.4,
Chlamydia,Glenn,2011,Total,70,28373,246.7,192.4,311.6,
Chlamydia,Glenn,2012,Female,68,14099,482.3,374.7,611.0,
Chlamydia,Glenn,2012,Male,21,14417,145.7,90.2,222.6,
Chlamydia,Glenn,2012,Total,89,28516,312.1,250.7,383.9,
Chlamydia,Glenn,2013,Female,50,14181,352.6,261.8,464.6,
Chlamydia,Glenn,2013,Male,19,14529,130.8,78.8,204.1,
Chlamydia,Glenn,2013,Total,69,28710,240.3,187.0,304.1,
Chlamydia,Glenn,2014,Female,58,14245,407.2,309.3,526.0,
Chlamydia,Glenn,2014,Male,20,14612,136.9,83.6,211.3,
Chlamydia,Glenn,2014,Total,78,28857,270.3,213.7,337.2,
Chlamydia,Glenn,2015,Female,69,14308,482.2,375.4,609.9,
Chlamydia,Glenn,2015,Male,22,14657,150.1,94.1,227.2,
Chlamydia,Glenn,2015,Total,91,28965,314.2,253.0,385.6,
Chlamydia,Glenn,2016,Female,86,14362,598.8,479.2,739.0,
Chlamydia,Glenn,2016,Male,21,14706,142.8,88.4,218.2,
Chlamydia,Glenn,2016,Total,108,29068,371.5,304.9,448.4,
Chlamydia,Glenn,2017,Female,73,14431,505.9,396.7,635.6,
Chlamydia,Glenn,2017,Male,35,14774,236.9,165.1,329.3,
Chlamydia,Glenn,2017,Total,111,29205,380.1,312.8,457.5,
Chlamydia,Glenn,2018,Female,83,14487,572.9,456.6,709.7,
Chlamydia,Glenn,2018,Male,37,14850,249.2,175.5,343.3,
Chlamydia,Glenn,2018,Total,120,29337,409.0,339.2,488.9,
Chlamydia,Humboldt,2001,Female,222,64153,346.0,302.1,394.6,
Chlamydia,Humboldt,2001,Male,94,63195,148.7,120.2,182.0,
Chlamydia,Humboldt,2001,Total,316,127348,248.1,221.6,277.0,
Chlamydia,Humboldt,2002,Female,214,64785,330.3,287.6,377.6,
Chlamydia,Humboldt,2002,Male,100,63970,156.3,127.2,190.1,
Chlamydia,Humboldt,2002,Total,314,128755,243.9,217.7,272.4,
Chlamydia,Humboldt,2003,Female,255,65437,389.7,343.4,440.5,
Chlamydia,Humboldt,2003,Male,104,64742,160.6,131.3,194.6,
Chlamydia,Humboldt,2003,Total,359,130179,275.8,248.0,305.8,
Chlamydia,Humboldt,2004,Female,236,65925,358.0,313.8,406.6,
Chlamydia,Humboldt,2004,Male,86,65318,131.7,105.3,162.6,
Chlamydia,Humboldt,2004,Total,322,131243,245.3,219.3,273.6,
Chlamydia,Humboldt,2005,Female,241,66095,364.6,320.1,413.6,
Chlamydia,Humboldt,2005,Male,84,65594,128.1,102.2,158.5,
Chlamydia,Humboldt,2005,Total,325,131689,246.8,220.7,275.1,
Chlamydia,Humboldt,2006,Female,262,66298,395.2,348.9,445.9,
Chlamydia,Humboldt,2006,Male,101,65928,153.2,124.8,186.1,
Chlamydia,Humboldt,2006,Total,363,132226,274.5,247.0,304.2,
Chlamydia,Humboldt,2007,Female,279,66424,420.0,372.3,472.2,
Chlamydia,Humboldt,2007,Male,105,66233,158.5,129.7,191.9,
Chlamydia,Humboldt,2007,Total,384,132657,289.5,261.3,319.9,
Chlamydia,Humboldt,2008,Female,281,66619,421.8,374.0,474.0,
Chlamydia,Humboldt,2008,Male,115,66582,172.7,142.6,207.3,
Chlamydia,Humboldt,2008,Total,399,133201,299.5,270.9,330.4,
Chlamydia,Humboldt,2009,Female,255,66863,381.4,336.1,431.1,
Chlamydia,Humboldt,2009,Male,106,66903,158.4,129.7,191.6,
Chlamydia,Humboldt,2009,Total,364,133766,272.1,244.9,301.5,
Chlamydia,Humboldt,2010,Female,241,67213,358.6,314.8,406.7,
Chlamydia,Humboldt,2010,Male,105,67787,154.9,126.7,187.5,
Chlamydia,Humboldt,2010,Total,349,135000,258.5,232.1,287.1,
Chlamydia,Humboldt,2011,Female,267,67383,396.2,350.2,446.6,
Chlamydia,Humboldt,2011,Male,120,68012,176.4,146.3,210.9,
Chlamydia,Humboldt,2011,Total,388,135395,286.6,258.8,316.5,
Chlamydia,Humboldt,2012,Female,296,67179,440.6,391.9,493.6,
Chlamydia,Humboldt,2012,Male,106,67714,156.5,128.2,189.3,
Chlamydia,Humboldt,2012,Total,402,134893,298.0,269.6,328.6,
Chlamydia,Humboldt,2013,Female,270,67343,400.9,354.6,451.6,
Chlamydia,Humboldt,2013,Male,123,67809,181.4,150.8,216.4,
Chlamydia,Humboldt,2013,Total,393,135152,290.8,262.8,321.0,
Chlamydia,Humboldt,2014,Female,305,67146,454.2,404.8,508.0,
Chlamydia,Humboldt,2014,Male,129,67676,190.6,159.2,226.4,
Chlamydia,Humboldt,2014,Total,434,134822,321.9,292.4,353.6,
Chlamydia,Humboldt,2015,Female,419,67323,622.4,564.4,684.7,
Chlamydia,Humboldt,2015,Male,203,67852,299.2,259.5,343.2,
Chlamydia,Humboldt,2015,Total,622,135175,460.1,424.8,497.7,
Chlamydia,Humboldt,2016,Female,493,67755,727.6,665.0,794.5,
Chlamydia,Humboldt,2016,Male,256,68223,375.2,330.7,424.0,
Chlamydia,Humboldt,2016,Total,749,135978,550.8,512.2,591.6,
Chlamydia,Humboldt,2017,Female,475,67679,701.8,640.3,767.6,
Chlamydia,Humboldt,2017,Male,239,68186,350.5,307.5,397.8,
Chlamydia,Humboldt,2017,Total,714,135865,525.5,487.8,565.4,
Chlamydia,Humboldt,2018,Female,526,67565,778.5,713.6,847.7,
Chlamydia,Humboldt,2018,Male,263,68062,386.4,341.2,435.9,
Chlamydia,Humboldt,2018,Total,790,135627,582.5,542.7,624.4,
Chlamydia,Imperial,2001,Female,336,69392,484.2,433.9,538.7,
Chlamydia,Imperial,2001,Male,94,75334,124.8,100.8,152.7,
Chlamydia,Imperial,2001,Total,450,144726,310.9,282.9,341.0,
Chlamydia,Imperial,2002,Female,361,70707,510.6,459.4,565.9,
Chlamydia,Imperial,2002,Male,97,76478,126.8,102.9,154.7,
Chlamydia,Imperial,2002,Total,470,147185,319.3,291.1,349.5,
Chlamydia,Imperial,2003,Female,334,72618,459.9,412.0,511.9,
Chlamydia,Imperial,2003,Male,75,78291,95.8,75.4,120.1,
Chlamydia,Imperial,2003,Total,413,150909,273.7,247.9,301.3,
Chlamydia,Imperial,2004,Female,278,74201,374.7,332.0,421.3,
Chlamydia,Imperial,2004,Male,80,79736,100.3,79.6,124.9,
Chlamydia,Imperial,2004,Total,360,153937,233.9,210.3,259.3,
Chlamydia,Imperial,2005,Female,323,76126,424.3,379.4,473.1,
Chlamydia,Imperial,2005,Male,70,81531,85.9,66.9,108.5,
Chlamydia,Imperial,2005,Total,401,157657,254.4,230.1,280.5,
Chlamydia,Imperial,2006,Female,457,78596,581.5,529.5,637.1,
Chlamydia,Imperial,2006,Male,128,83936,152.5,127.2,181.3,
Chlamydia,Imperial,2006,Total,587,162532,361.2,332.6,391.5,
Chlamydia,Imperial,2007,Female,538,80846,665.5,610.6,723.9,
Chlamydia,Imperial,2007,Male,138,86048,160.4,134.8,189.4,
Chlamydia,Imperial,2007,Total,680,166894,407.4,377.4,439.2,
Chlamydia,Imperial,2008,Female,511,82512,619.3,566.9,675.2,
Chlamydia,Imperial,2008,Male,159,87592,181.5,154.4,212.0,
Chlamydia,Imperial,2008,Total,673,170104,395.6,366.4,426.6,
Chlamydia,Imperial,2009,Female,479,84166,569.1,519.4,622.3,
Chlamydia,Imperial,2009,Male,141,89075,158.3,133.3,186.7,
Chlamydia,Imperial,2009,Total,620,173241,357.9,330.3,387.1,
Chlamydia,Imperial,2010,Female,507,85294,594.4,543.9,648.3,
Chlamydia,Imperial,2010,Male,149,89901,165.7,140.2,194.6,
Chlamydia,Imperial,2010,Total,657,175195,375.0,346.9,404.8,
Chlamydia,Imperial,2011,Female,562,86676,648.4,596.0,704.1,
Chlamydia,Imperial,2011,Male,172,91071,188.9,161.7,219.3,
Chlamydia,Imperial,2011,Total,735,177747,413.5,384.2,444.4,
Chlamydia,Imperial,2012,Female,450,88041,511.1,465.1,560.5,
Chlamydia,Imperial,2012,Male,126,91290,138.0,115.0,164.3,
Chlamydia,Imperial,2012,Total,576,179331,321.2,295.5,348.5,
Chlamydia,Imperial,2013,Female,461,89005,517.9,471.8,567.3,
Chlamydia,Imperial,2013,Male,129,91392,141.2,117.9,167.7,
Chlamydia,Imperial,2013,Total,590,180397,327.1,301.2,354.5,
Chlamydia,Imperial,2014,Female,561,90268,621.5,571.3,674.9,
Chlamydia,Imperial,2014,Male,150,92719,161.8,136.9,189.8,
Chlamydia,Imperial,2014,Total,713,182987,389.6,361.6,419.3,
Chlamydia,Imperial,2015,Female,594,91100,652.0,600.8,706.4,
Chlamydia,Imperial,2015,Male,143,93948,152.2,128.3,179.3,
Chlamydia,Imperial,2015,Total,737,185048,398.3,370.1,428.0,
Chlamydia,Imperial,2016,Female,693,91841,754.6,699.6,812.7,
Chlamydia,Imperial,2016,Male,178,94651,188.1,161.5,217.8,
Chlamydia,Imperial,2016,Total,873,186492,468.1,437.6,500.1,
Chlamydia,Imperial,2017,Female,797,92549,861.2,802.6,922.8,
Chlamydia,Imperial,2017,Male,174,95394,182.4,156.3,211.6,
Chlamydia,Imperial,2017,Total,979,187943,520.9,488.9,554.5,
Chlamydia,Imperial,2018,Female,854,93270,915.6,855.5,978.8,
Chlamydia,Imperial,2018,Male,194,96198,201.7,174.3,232.1,
Chlamydia,Imperial,2018,Total,1060,189468,559.5,526.4,594.1,
Chlamydia,Inyo,2001,Female,,9239,,,,s
Chlamydia,Inyo,2001,Male,,8968,,,,s
Chlamydia,Inyo,2001,Total,20,18207,109.8,67.1,169.6,
Chlamydia,Inyo,2002,Female,,9327,,,,s
Chlamydia,Inyo,2002,Male,,9088,,,,s
Chlamydia,Inyo,2002,Total,15,18415,81.5,45.6,134.3,
Chlamydia,Inyo,2003,Female,,9356,,,,s
Chlamydia,Inyo,2003,Male,,9151,,,,s
Chlamydia,Inyo,2003,Total,23,18507,124.3,78.8,186.4,
Chlamydia,Inyo,2004,Female,,9366,,,,s
Chlamydia,Inyo,2004,Male,,9193,,,,s
Chlamydia,Inyo,2004,Total,37,18559,199.4,140.4,274.7,
Chlamydia,Inyo,2005,Female,,9309,,,,s
Chlamydia,Inyo,2005,Male,,9154,,,,s
Chlamydia,Inyo,2005,Total,18,18463,97.5,57.8,154.0,
Chlamydia,Inyo,2006,Female,,9267,,,,s
Chlamydia,Inyo,2006,Male,,9154,,,,s
Chlamydia,Inyo,2006,Total,28,18421,152.0,101.0,219.6,
Chlamydia,Inyo,2007,Female,,9261,,,,s
Chlamydia,Inyo,2007,Male,,9186,,,,s
Chlamydia,Inyo,2007,Total,31,18447,168.0,114.2,238.4,
Chlamydia,Inyo,2008,Female,30,9209,325.8,219.9,464.7,
Chlamydia,Inyo,2008,Male,13,9174,141.7,75.5,242.2,
Chlamydia,Inyo,2008,Total,46,18383,250.2,183.3,333.6,
Chlamydia,Inyo,2009,Female,,9205,,,,s
Chlamydia,Inyo,2009,Male,,9243,,,,s
Chlamydia,Inyo,2009,Total,26,18448,140.9,92.1,206.4,
Chlamydia,Inyo,2010,Female,,9196,,,,s
Chlamydia,Inyo,2010,Male,,9351,,,,s
Chlamydia,Inyo,2010,Total,33,18547,177.9,122.5,249.8,
Chlamydia,Inyo,2011,Female,,9183,,,,s
Chlamydia,Inyo,2011,Male,,9376,,,,s
Chlamydia,Inyo,2011,Total,31,18559,167.0,113.5,237.0,
Chlamydia,Inyo,2012,Female,53,9197,576.3,432.0,753.1,
